"year","month","fleet","sex","partition","input_n","f18","f20","f22","f24","f26","f28","f30","f32","f34","f36","f38","f40","f42","f44","f46","f48","f50","f52","f54","f56","f58","f60","f62","f64","f66","f68","f70","f72","f74","f76","f78","f80","f82","f84","f86","f88","f90","m18","m20","m22","m24","m26","m28","m30","m32","m34","m36","m38","m40","m42","m44","m46","m48","m50","m52","m54","m56","m58","m60","m62","m64","m66","m68","m70","m72","m74","m76","m78","m80","m82","m84","m86","m88","m90"
1981,"7",2,0,2,21.18,0,0,0,0,0,0,0,0,0,0,0,0,0,1352.1384,4413.9966,21209.564,22578.9329,39071.6327,53784.4728,39507.1402,44902.9992,33353.6256,10278.8554,21626.4227,22794.461,24256.7616,28624.5817,22373.9428,25762.4476,17288.6592,18816.4098,25796.4036,12898.2018,9419.5236,9088.6141,14128.999,16637.5863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1982,"7",2,0,2,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215.203,9599.2129,9599.2129,12552.8168,8860.8119,5907.2079,2953.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"7",2,0,2,14.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4239.5991,6783.3585,8479.1982,20263.8858,24503.4849,16308.646,22056.2312,12063.8889,9520.1295,4523.9583,4711.8119,6219.798,4808.3176,2168.0524,1980.1989,0,660.0663,847.9198,0,0,660.0663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,"7",2,0,2,13.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.677,2086.5571,4586.5245,3693.1704,1381.6622,4647.263,7607.2265,3936.9255,8078.8057,479.9437,1860.7657,930.3829,1606.6134,3213.2267,0,0,446.677,0,0,0,0,930.3829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,"7",2,0,2,5.864,0,0,0,0,0,0,0,0,0,0,0,0,0,678.5513,0,4071.3078,2714.2052,2963.716,678.5513,0,1357.1026,0,2714.2052,678.5513,0,0,0,678.5513,1357.1026,0,0,0,678.5513,0,678.5513,0,678.5513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,"7",2,0,2,14.592,0,0,0,0,0,0,0,0,3213.2267,4819.8401,20885.9738,22492.5871,22492.5871,11246.2936,6426.4535,19279.3604,11246.2936,6426.4535,3213.2267,1856.9822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,"7",2,0,2,18.214,0,0,0,0,0,0,0,0,0,0,0,0,14459.5203,9639.6802,1606.6134,61.2533,0,0,14459.5203,14459.5203,40165.3341,20885.9738,20885.9738,14459.5203,11246.2936,1606.6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1991,"7",2,0,2,28.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3213.2267,6618.1135,21687.9386,36740.1015,16418.7348,33003.6357,14033.6839,16520.4258,3119.5822,9041.7127,9891.8417,1606.6134,1606.6134,3717.5497,756.4844,1858.7748,252.1615,252.1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"7",2,0,2,423.258,0,0,0,0,0,0,0,0,0,0,0,1098.992,3653.7532,8815.4712,16557.7088,24425.9786,42079.0931,43935.3646,56044.8965,36080.4558,33107.2201,22416.7289,17868.8172,10976.8637,8743.484,7903.4465,7284.5249,2651.1781,1505.0973,2407.4342,1636.4979,163.3069,1017.2747,129.2368,204.425,399.0569,93.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"7",2,0,2,467.66,0,0,0,0,0,0,0,0,273.7327,2079.2331,4379.135,4574.3517,4212.1067,4437.1594,13102.8964,25221.2864,42931.3719,60647.9263,58009.1753,50816.1753,33977.5282,25568.2257,14081.6637,11218.3878,8879.4992,6003.4504,6505.952,4282.2202,2345.5196,1308.4123,495.7464,1651.2089,120.471,50.5656,19.2576,124.9887,156.5726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"7",2,0,2,201.072,0,0,0,0,0,0,0,0,0,25.3712,50.7423,134.403,453.437,2441.9849,8286.01,22133.3244,37653.1027,64745.4319,39939.4421,56962.5763,30106.2773,23085.8779,17217.342,7450.6944,8573.4648,4072.8387,4671.3136,2474.0411,1269.473,1559.1872,1281.6893,723.2791,96.3114,633.8959,914.0301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996,"7",2,0,2,113.698,0,0,0,0,0,0,0,0,0,0,2668.5123,4418.607,5302.3284,3552.2337,5328.2217,22182.5346,60774.1178,56994.7176,53328.8777,63700.2874,42266.9508,35580.7154,36147.864,26761.7034,18492.4365,16624.2205,8295.1918,13218.1124,11177.1303,4204.6441,44.6243,2699.2527,0,154.77,1299.0154,0,1606.6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,"7",2,0,2,71.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341.0791,9075.3517,21349.4468,25331.7137,35587.7983,35736.5667,32565.4122,22259.7886,17651.8441,10973.8999,7502.2261,2683.7925,4825.834,3336.0305,5897.0192,2417.1396,2411.6495,0,3465.3534,654.0191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"7",2,0,2,33.564,0,0,0,0,0,0,0,0,0,0,4481.8924,6254.2457,9452.1257,7199.5591,9312.3582,12126.7126,14652.4581,9002.7397,7995.8,5805.6916,2319.5946,2948.3911,1604.2715,579.8986,753.3332,708.4582,579.8986,0,0,0,138.9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"7",2,0,2,149.088,0,0,0,0,0,18.3707,18.3707,18.3707,0,0,57.5293,633.869,1244.1328,1601.6706,4467.1441,7247.0429,8132.3423,17125.7492,17237.8063,14683.0368,14667.0745,15618.2872,8195.3476,6949.007,932.3396,2345.6545,471.3873,1834.1725,3290.1398,3359.4287,370.5323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,"7",2,0,2,107.486,0,0,0,0,0,0,0,96.5666,242.6705,243.9246,146.104,305.3083,324.9335,266.058,99.0748,2054.9597,13888.7857,10282.7102,24564.9473,20118.032,18827.5119,20539.4671,13919.0152,15634.1016,7597.3037,10306.4599,3786.4297,5993.7128,4543.0324,1175.9416,1673.9054,881.692,1239.9286,168.1892,0,163.5556,1770.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"7",2,0,2,110.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.401,1450.1303,2186.799,3816.4728,15070.7132,19504.4258,24228.3323,34833.7715,33931.9848,33247.5197,26546.6663,23220.1156,12250.977,6506.073,6877.2233,2707.2674,7345.9023,2726.1952,286.9953,361.794,447.748,521.4377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,"7",2,0,2,156.338,0,0,0,0,0,0,0,0,140.9489,2312.7245,8089.8857,17814.2603,14053.8902,11140.5139,8801.1258,7688.108,2855.0456,3879.0685,7479.0171,17949.6301,7162.5843,7010.1614,5618.7286,2849.7341,2041.2695,4271.3497,4823.1378,3147.1788,1676.8127,676.7135,939.0845,352.0835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"7",2,0,2,210.012,0,0,0,0,0,0,0,31.8851,126.7227,3591.4117,13388.9199,13231.4468,17078.1104,7906.6279,8490.9776,7440.0975,11480.2271,9867.9779,10917.0603,17469.5985,23435.4785,23456.2395,19782.8537,17701.093,16079.361,7067.7362,14146.6762,9123.8579,3487.1106,1755.532,3998.1279,1769.5201,795.4855,147.5618,188.3198,131.4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"7",2,0,2,61.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7812,713.3125,4616.2051,6523.7829,7303.5339,12448.5002,13604.5042,11082.4929,14177.3207,6704.372,7868.729,2979.7617,3530.8403,5690.3115,4911.571,2846.0793,2418.0757,3089.1626,1522.6249,702.0595,1773.2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"7",2,0,2,118.594,0,0,0,0,0,0,0,0,0,110.4679,469.5702,1308.9972,1826.5839,1155.3656,1286.9294,1332.5787,540.3348,2872.8008,1732.4148,4666.6096,1888.2419,1033.5714,5067.979,1613.6373,496.7803,1101.866,664.1739,653.0356,212.7101,613.5485,41.1503,92.1981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,"7",2,0,2,84.614,0,0,0,0,0,0,0,0,0,22.0157,42.1747,133.394,293.8169,312.9679,313.2199,574.4725,1101.7428,1429.7719,2441.033,3672.0385,5252.8525,1798.6426,7959.3077,3667.8326,1570.6861,1364.9826,1212.9536,95.5977,225.4638,31.7361,0,22.0847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,"7",2,0,2,98.168,0,0,0,0,0,0,0,0,56.1908,143.5473,732.7586,1826.6826,4142.8293,2873.2254,6079.5651,6375.2905,4798.7712,5075.9302,4685.495,3228.9578,2937.7962,2416.9547,2481.2992,1184.3785,294.2152,946.4816,262.9864,523.2676,133.9484,126.7968,466.7092,821.1321,127.0878,42.3626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"7",2,0,2,400.622,0,0,0,0,8.0627,0,0,0,0,8.0627,68.1667,146.8651,225.8532,1050.2755,5122.976,8489.8093,14260.748,16001.3624,16515.1764,15434.4854,12984.6321,13225.8008,7724.4486,9542.7027,7460.1667,5583.7819,3985.5031,4256.8854,1312.4421,1507.3744,1103.4999,153.7163,447.8391,0,153.2913,0,125.7785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"7",2,0,2,461.16,0,0,0,0,0,0,0,0,232.6555,29.5958,274.6184,331.6828,570.2667,2757.2996,9109.5404,21386.8368,29699.8752,44909.3962,58409.781,57520.5686,47544.3971,31464.2131,32695.3534,16797.2311,21913.4102,14612.1591,6678.7295,11887.3992,5790.591,2908.176,2163.9692,1627.8948,1259.3449,1087.3719,29.8698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"7",2,0,2,532.188,0,0,0,0,0,0,759.1454,0,0,53.1965,628.0993,3775.0429,4853.8498,6935.3607,19253.4045,51784.267,99104.7276,142877.8296,118782.9474,127831.3722,95058.1514,72541.3745,45299.1208,35430.7297,29699.9658,25775.75,16476.0815,10067.1917,10227.4233,3527.0475,4378.8557,1253.3318,789.4902,514.6281,556.303,988.151,428.8808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"7",2,0,2,516.628,0,0,0,0,0,0,105.1186,1711.7319,3580.6883,6740.1123,5070.561,6771.3063,14442.6915,28308.4978,43611.5021,41258.596,65329.3121,88177.2206,86202.5977,76458.0331,58517.6263,46201.3386,44989.1134,25677.2117,23916.4757,15413.3785,21106.5623,15248.8693,10342.0474,5209.0707,7856.0784,3166.7923,1760.9931,0,0,37.957,920.8337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,"7",2,0,2,593.162,0,0,0,0,0,0,0,0,100.3302,240.738,1771.7184,3484.1646,3336.0204,2798.5868,3900.2804,9750.9366,16505.3164,33561.6167,26306.6412,38769.9571,38472.8503,45693.1021,30438.8971,25658.9895,23059.9313,21232.1766,13457.2348,11242.2374,11591.0295,11683.8041,5826.6529,3799.7528,2951.6684,1387.4115,948.6278,288.6724,801.6866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"7",2,0,2,574.4,0,0,0,0,0,0,0,0,0,83.2827,386.2847,2127.0258,4203.5122,5379.8317,5413.1246,9046.3346,20375.1789,28791.9199,42148.8885,56366.3421,62637.866,52859.254,49434.5184,40209.4013,25545.3494,26923.6372,18830.2384,14242.4005,10011.1057,7136.9564,5080.9065,5136.5837,3072.8428,1677.7987,991.3539,514.7476,548.9284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"7",2,0,2,734.766,0,0,0,0,20.9175,0,189.6428,1092.886,1733.0209,3917.6261,5524.4211,8038.7565,16467.5209,27326.4671,27925.7884,38955.7386,44805.4369,58618.7253,75431.7732,67372.7908,53556.6541,35374.8891,25358.3004,15857.3412,13959.4109,8094.1384,4207.4554,3856.0471,1859.1197,2086.5539,1196.3381,744.4872,28.5584,292.7838,20.3082,138.4641,20.3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,"7",2,0,2,906.102,7.5875,0,0,0,0,11.9883,111.4932,691.0987,2576.3902,4752.2054,5699.4203,7822.5734,14455.4341,22815.0074,30816.1029,31227.6979,40073.3581,59981.2165,62182.1739,61083.9126,45329.2093,33912.899,31221.5491,20909.0646,18665.8955,11076.5973,8138.2196,13464.14,5716.1038,2092.1151,878.9138,2332.2414,374.3087,3770.4819,183.2092,61.9143,1799.1102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"7",2,0,2,641.094,0,0,0,0,874.1939,2605.0979,7227.991,9871.3661,11637.8271,9498.824,21687.0008,26357.4667,27430.624,32359.9159,42853.8607,44725.0314,44426.4405,43276.4451,46007.6427,44652.63,28856.0664,31867.2583,25572.6188,18436.5326,20982.5137,9295.4879,12929.4037,3782.1348,5503.1756,5408.9502,4784.5701,2499.3686,2166.6357,970.4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,"7",2,0,2,486.322,0,0,0,0,0,0,360.8206,360.8206,1736.7753,3569.5238,13243.8417,44166.9535,61533.297,77629.9421,87026.3953,89990.1738,74996.3689,57286.1812,49101.8498,34437.9277,27176.0311,21578.3732,16056.1532,11645.0162,6757.2885,4646.6347,3698.2963,2536.9694,2285.373,490.6972,272.8461,924.707,174.237,23.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,"7",2,0,2,310.322,0,0,0,0,0,0,3186.3808,9073.8425,12718.6771,15905.0579,9945.7938,22847.0798,37876.9724,66847.066,77856.2816,97121.4381,85451.5617,60844.8954,39902.9709,30806.2566,18287.622,15554.4163,10475.7676,6951.882,5011.16,2313.98,1218.3501,1060.2438,1483.8083,1707.4121,416.7323,110.9077,107.6774,570.1776,0,543.2583,1113.4359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,"7",2,0,2,146.018,0,0,0,0,0,0,0,0,0,629.0979,4454.0825,5556.0946,11098.1236,28995.0955,36752.7217,36727.7857,34015.9493,29780.9751,26570.38,16210.6552,12858.9978,12388.3065,6846.9758,2185.3946,1781.276,3507.459,2177.2579,1063.8167,460.5733,144.82,890.9829,590.0228,43.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"7",2,0,2,58.848,0,0,0,0,0,0,0,0,0,0,0,0,933.5849,3542.9289,4993.8614,9616.0172,11268.4426,8858.1136,7066.6523,8099.254,9979.5065,6983.8655,6281.5928,4029.0965,2223.281,5014.2163,669.9317,0,1411.5904,0,1338.8416,0,977.5183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,"7",2,0,2,76.82,0,0,0,0,0,0,0,0,0,56.7311,94.5518,340.7433,1351.8462,3082.9694,6143.4683,7284.9757,7359.4353,7595.7035,5643.0298,4359.8962,4341.6483,4524.7763,2982.1459,2118.8561,1268.5406,202.6838,240.1278,451.7395,996.2615,45.5249,150.9866,345.7509,0,0,18.9104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,"7",2,0,2,104.488,0,0,0,0,0,0,0,0,0,0,0,2352.7216,2301.6793,13848.2925,23369.1951,32879.3561,38505.0653,39559.8862,28392.7059,25519.1476,24928.7211,21624.4872,11823.4825,12400.197,5996.7123,5422.2538,2270.0029,1577.0593,982.9849,490.9284,936.6775,0,0,0,0,0,177.4009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"7",2,0,2,68.644,0,0,0,0,0,0,0,0,0,0,0,22.9846,456.3758,458.7247,792.6641,1277.8653,1732.1105,1641.5826,1370.9476,2539.1764,1109.2548,3645.967,3215.7077,4090.7051,3886.4725,6599.8834,2710.5941,3185.3348,2204.032,1952.5396,1445.2495,44.4053,53.9337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,"7",2,0,2,14.588,0,0,0,0,0,0,0,0,0,0,0,380.3619,958.0254,873.2926,693.4399,910.5072,1856.0421,511.6543,297.5452,277.2779,0,86.5756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1981,"7",2,3,2,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2509.1601,2509.1601,1254.5801,5645.6103,1881.8701,1881.8701,1254.5801,627.29,627.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627.29,0,0,0,0,0,0,0,0,0,0,0,0
1982,"7",2,3,2,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476.802,5168.8069,5907.2079,8860.8119,7384.0099,9599.2129,16244.8218,10337.6139,9599.2129,5907.2079,3692.0049,3692.0049,738.401,0,2953.604,738.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,738.401,0,0,0,0,0,0,0,0,0,0
1986,"7",2,3,2,107.106,0,0,0,0,0,0,0,0,0,0,0,70.7688,199.8177,4257.7443,8250.3652,9350.1156,13468.9638,16305.9882,41062.5934,24508.5485,25496.825,17305.0082,17783.2248,24037.4558,23027.5919,16962.1298,10096.8427,9308.5017,728.0316,6656.7406,6499.647,965.6051,0,1082.0521,842.5534,1114.458,0,0,0,0,0,0,0,0,0,0,0,513.3364,0,1682.3523,1993.7665,9002.4407,16965.625,23711.235,20706.8314,17730.5822,8526.5225,12667.2027,6765.1135,8794.8251,7382.007,4642.7603,1606.6134,1606.6134,0,0,0,0,0,686.9605,0,0,0,0
1987,"7",2,3,2,150.42,0,0,0,0,0,0,0,0,0,0,0,0,1944.2927,3393.7333,6966.4617,13722.8455,20900.648,20112.8683,32543.457,25457.89,47017.5936,37077.6097,28746.857,21671.8052,10630.4633,10209.2264,7188.1697,7953.4664,7774.0168,5069.8248,3903.0296,3213.2267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2435.5005,3557.0593,10007.9935,13525.4513,16514.4426,43637.2828,37300.904,36296.3776,31108.3356,12349.7776,7301.7886,4136.6018,4666.4544,1606.6134,0,0,0,0,0,0,0,0,0,0,0
1988,"7",2,3,2,75.99,0,0,0,0,0,0,0,0,0,0,0,0,0,243.8658,2307.9999,4994.5521,13040.3557,19360.1603,16493.9312,15894.4298,27477.8965,22242.6127,18739.89,8848.8765,5992.696,6750.1045,12332.8719,4743.9073,4316.807,1063.1298,1979.515,0,20.8205,0,0,0,0,0,0,0,0,0,0,468.9511,0,0,0,0,0,0,1183.572,1374.7968,6260.6585,13088.2132,11483.1836,15703.2799,9354.3333,18378.7559,10950.4309,4581.1114,5030.3915,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"7",2,3,2,26.112,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.6134,3213.2267,4819.8401,11158.6777,6426.4535,22205.4154,20589.1208,13830.8564,14006.6291,6325.8965,7768.123,5783.7836,4429.6847,901.7332,4114.9599,4114.9599,1606.6134,3213.2267,0,0,1606.6134,901.7332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606.6134,8033.0668,4819.8401,3213.2267,3188.9025,3125.6109,5356.3004,1582.2891,2373.7039,2823.0714,1157.2459,0,0,0,0,0,0,0,0,0,0,0,0
1990,"7",2,3,2,45.946,0,0,0,0,0,0,0,0,0,0,0,0,963.7221,963.7221,169.8515,963.7221,1363.8335,3501.8849,5995.4173,2760.1606,2678.96,2005.9256,1448.0229,1170.3755,1235.1231,1669.3072,621.9889,254.9007,305.1137,193.4387,44.6071,0,48.8405,0,0,0,48.8405,0,0,0,0,0,0,0,0,0,0,0,0,0,84.5032,3649.2415,2628.1272,5302.607,1895.1441,3435.3183,3735.2008,1571.4179,1293.6862,186.0689,1934.0009,645.1165,61.2533,0,0,44.6071,0,0,0,0,0,0,0,0
1991,"7",2,3,2,20.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.0976,507.1108,3932.2579,7103.86,6506.1395,11789.0369,5323.3955,332.4967,492.7284,331.1571,163.1742,247.9671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.9941,8146.3666,5034.1657,4621.6417,2195.055,247.7038,0,340.9941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"7",2,3,2,71.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2812.4422,5695.6831,4957.6339,5910.1167,6966.0691,13978.9885,9021.9601,11661.9259,4693.6224,5360.4547,4599.8083,418.9289,1038.0322,568.9205,2527.211,1212.6633,722.5278,1606.6134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.5671,3826.0366,2829.7774,6090.0368,8533.7419,9219.3831,3321.8749,1477.0238,2096.7489,214.416,1819.6885,338.1714,0,0,0,0,0,0,0,0,0,0,0
1994,"7",2,3,2,66.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1861.0279,4390.6647,4886.4443,21303.8802,23801.5305,34787.0983,40087.7408,31881.8975,15494.1551,13102.3973,16692.5888,10378.5956,9818.7291,7895.4932,7855.1318,3617.0243,5834.9942,1186.6295,0,1343.0074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259.0103,3971.9424,3228.953,18536.0877,25408.5308,28466.3133,17034.6791,8606.4635,7064.4759,1343.0074,2473.1044,672.2956,0,672.2956,0,0,0,0,0,0,0,0,0,0
1995,"7",2,3,2,114.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424.971,0,5344.2672,13041.4446,33155.0301,44289.8327,42186.943,41242.5234,27538.6712,28528.7295,17069.8432,12223.8715,8683.6837,3670.7695,7302.0452,1228.096,1314.8972,2613.1579,0,424.971,0,645.2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2062.2306,9421.1454,15638.2559,40728.3492,38723.0397,21399.747,13890.4558,13418.8615,5764.3297,2260.4369,1826.9019,0,0,90.685,0,0,0,0,0,0,0,0,0
1996,"7",2,3,2,22.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.0234,103.5588,1205.3571,793.5471,817.9121,1024.1182,1403.9313,909.2851,1080.9897,159.9892,640.1597,109.1362,115.6785,0,0,333.0833,0,0,0,160.8178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265.5117,0,69.9469,316.3646,546.9208,921.8751,263.4502,1598.7648,217.7464,190.9274,0,265.5117,0,0,0,63.1292,0,0,0,0,0,0,0
1997,"7",2,3,2,44.05,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4412,353.0917,25.3235,1806.3059,1929.4102,1779.3659,4991.8331,8.4412,2189.1093,6202.6827,12661.8817,6004.2144,6469.8703,9423.1163,3202.3138,3288.7724,686.12,2102.2594,686.12,933.1383,319.9557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.0917,412.18,915.3735,1452.3318,2163.1897,2448.1963,4117.679,3626.3132,4228.0155,2008.922,673.3369,659.4871,1297.6671,0,13.8497,0,0,0,0,0,0,0,0,0,0
1998,"7",2,3,2,85.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1046,1348.9016,886.5853,1663.1362,2224.4896,2377.7882,1974.2228,10774.2313,9560.226,12355.5479,3722.1623,4948.254,6692.0759,1370.7651,2911.2878,1497.4902,701.1856,767.5404,495.3247,0,0,179.6815,444.3102,0,0,0,0,0,0,0,0,0,0,0,0,0,42.8429,371.7393,2111.9421,5324.8973,3652.641,4460.4877,2678.4207,999.6835,2656.4994,4353.2517,2348.0463,179.6815,42.8429,307.2031,1606.6134,24.704,0,0,0,0,0,0,0,0
